workId,axisId,state,value,confidence,authorityClass,sourceType,sourceUrl,edition,scopeMapping,pageOrTimeRefs,sampleCount,contexts,observation,limitation,reviewStatus
parasyte,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/parasyte/,Parasyte 1; mapped Japanese Volume 1 ISBN 9784063140262,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 11; Omoi reader page 15; Omoi reader page 23; Omoi reader page 31; Omoi reader page 39; Omoi reader page 47,6,night spores; home and school; hand-parasite confrontation,인용한 여섯 정지 페이지에서 이 축의 대표값을 추론하지 않았다.,The inspected sample did not establish a representative continuous physical-action sequence; motion remains unknown.,modelObservedPendingPanel
princess-jellyfish,artRealism,known,1,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/princess-jellyfish/,Princess Jellyfish 1; mapped Japanese Volume 1 ISBN 9784063407440,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 9; Omoi reader page 12; Omoi reader page 19; Omoi reader page 26; Omoi reader page 32; Omoi reader page 39,6,shared residence and city; aquarium and jellyfish; group conversation,인물과 사물은 단순화와 만화적 변형이 강하고 사실적 비례보다 표정과 실루엣 전달을 우선한다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
princess-jellyfish,artDensity,known,3,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/princess-jellyfish/,Princess Jellyfish 1; mapped Japanese Volume 1 ISBN 9784063407440,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 9; Omoi reader page 12; Omoi reader page 19; Omoi reader page 26; Omoi reader page 32; Omoi reader page 39,6,shared residence and city; aquarium and jellyfish; group conversation,배경·소품·효과선이 여러 층으로 겹쳐 평균보다 높은 시각 정보량을 만든다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
princess-jellyfish,visualSoftness,known,4,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/princess-jellyfish/,Princess Jellyfish 1; mapped Japanese Volume 1 ISBN 9784063407440,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 9; Omoi reader page 12; Omoi reader page 19; Omoi reader page 26; Omoi reader page 32; Omoi reader page 39,6,shared residence and city; aquarium and jellyfish; group conversation,둥근 형태·가벼운 선·넓은 밝은 면이 지속되어 매우 부드럽고 공기감 있는 인상을 준다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
princess-jellyfish,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/princess-jellyfish/,Princess Jellyfish 1; mapped Japanese Volume 1 ISBN 9784063407440,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 9; Omoi reader page 12; Omoi reader page 19; Omoi reader page 26; Omoi reader page 32; Omoi reader page 39,6,shared residence and city; aquarium and jellyfish; group conversation,인용한 여섯 정지 페이지에서 이 축의 대표값을 추론하지 않았다.,The inspected sample did not establish a representative continuous physical-action sequence; motion remains unknown.,modelObservedPendingPanel
life-lessons-with-uramichi-oniisan,artRealism,known,2,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/life-lessons-with-uramichi-oniisan/,Life Lessons with Uramichi Oniisan 1; mapped Japanese Volume 1 ISBN 9784758015752,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 9; Omoi reader page 11; Omoi reader page 13; Omoi reader page 16; Omoi reader page 19,6,children's studio group; backstage and store; Uramichi dialogue,인체와 사물은 관습적 만화 양식으로 정리되어 있으며 현실 관찰과 도식화가 균형을 이룬다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
life-lessons-with-uramichi-oniisan,artDensity,known,2,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/life-lessons-with-uramichi-oniisan/,Life Lessons with Uramichi Oniisan 1; mapped Japanese Volume 1 ISBN 9784758015752,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 9; Omoi reader page 11; Omoi reader page 13; Omoi reader page 16; Omoi reader page 19,6,children's studio group; backstage and store; Uramichi dialogue,인물과 핵심 배경 단서가 균형 있게 배치되어 시각 정보량이 중간 수준이다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
life-lessons-with-uramichi-oniisan,visualSoftness,known,3,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/life-lessons-with-uramichi-oniisan/,Life Lessons with Uramichi Oniisan 1; mapped Japanese Volume 1 ISBN 9784758015752,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 9; Omoi reader page 11; Omoi reader page 13; Omoi reader page 16; Omoi reader page 19,6,children's studio group; backstage and store; Uramichi dialogue,정돈된 곡선과 완만한 명암이 우세해 전반적으로 부드러운 인상을 준다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
life-lessons-with-uramichi-oniisan,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/life-lessons-with-uramichi-oniisan/,Life Lessons with Uramichi Oniisan 1; mapped Japanese Volume 1 ISBN 9784758015752,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 9; Omoi reader page 11; Omoi reader page 13; Omoi reader page 16; Omoi reader page 19,6,children's studio group; backstage and store; Uramichi dialogue,인용한 여섯 정지 페이지에서 이 축의 대표값을 추론하지 않았다.,The inspected sample did not establish a representative continuous physical-action sequence; motion remains unknown.,modelObservedPendingPanel
shangri-la-frontier,artRealism,known,2,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/shangri-la-frontier/,Shangri-La Frontier 1; mapped Japanese Volume 1 ISBN 9784065212325,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 9; Omoi reader page 20; Omoi reader page 30; Omoi reader page 41; Omoi reader page 52; Omoi reader page 63,6,real-world game setup; fantasy forest; combat and status interface,인체와 사물은 관습적 만화 양식으로 정리되어 있으며 현실 관찰과 도식화가 균형을 이룬다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
shangri-la-frontier,artDensity,known,3,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/shangri-la-frontier/,Shangri-La Frontier 1; mapped Japanese Volume 1 ISBN 9784065212325,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 9; Omoi reader page 20; Omoi reader page 30; Omoi reader page 41; Omoi reader page 52; Omoi reader page 63,6,real-world game setup; fantasy forest; combat and status interface,배경·소품·효과선이 여러 층으로 겹쳐 평균보다 높은 시각 정보량을 만든다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
shangri-la-frontier,visualSoftness,known,2,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/shangri-la-frontier/,Shangri-La Frontier 1; mapped Japanese Volume 1 ISBN 9784065212325,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 9; Omoi reader page 20; Omoi reader page 30; Omoi reader page 41; Omoi reader page 52; Omoi reader page 63,6,real-world game setup; fantasy forest; combat and status interface,"곡선과 직선, 밝고 어두운 면이 균형을 이루어 부드러움이 중립적이다.",Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
shangri-la-frontier,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/shangri-la-frontier/,Shangri-La Frontier 1; mapped Japanese Volume 1 ISBN 9784065212325,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 9; Omoi reader page 20; Omoi reader page 30; Omoi reader page 41; Omoi reader page 52; Omoi reader page 63,6,real-world game setup; fantasy forest; combat and status interface,인용한 여섯 정지 페이지에서 이 축의 대표값을 추론하지 않았다.,The inspected sample did not establish a representative continuous physical-action sequence; motion remains unknown.,modelObservedPendingPanel
rent-a-girlfriend,artRealism,known,2,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/rent-a-girlfriend/,Rent-A-Girlfriend 1; mapped Japanese Volume 1 ISBN 9784065102213,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 11; Omoi reader page 17; Omoi reader page 26; Omoi reader page 35; Omoi reader page 45; Omoi reader page 54,6,dating app and home; cafe date; street and college,인체와 사물은 관습적 만화 양식으로 정리되어 있으며 현실 관찰과 도식화가 균형을 이룬다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
rent-a-girlfriend,artDensity,known,2,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/rent-a-girlfriend/,Rent-A-Girlfriend 1; mapped Japanese Volume 1 ISBN 9784065102213,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 11; Omoi reader page 17; Omoi reader page 26; Omoi reader page 35; Omoi reader page 45; Omoi reader page 54,6,dating app and home; cafe date; street and college,인물과 핵심 배경 단서가 균형 있게 배치되어 시각 정보량이 중간 수준이다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
rent-a-girlfriend,visualSoftness,known,3,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/rent-a-girlfriend/,Rent-A-Girlfriend 1; mapped Japanese Volume 1 ISBN 9784065102213,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 11; Omoi reader page 17; Omoi reader page 26; Omoi reader page 35; Omoi reader page 45; Omoi reader page 54,6,dating app and home; cafe date; street and college,정돈된 곡선과 완만한 명암이 우세해 전반적으로 부드러운 인상을 준다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
rent-a-girlfriend,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/rent-a-girlfriend/,Rent-A-Girlfriend 1; mapped Japanese Volume 1 ISBN 9784065102213,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 11; Omoi reader page 17; Omoi reader page 26; Omoi reader page 35; Omoi reader page 45; Omoi reader page 54,6,dating app and home; cafe date; street and college,인용한 여섯 정지 페이지에서 이 축의 대표값을 추론하지 않았다.,The inspected sample did not establish a representative continuous physical-action sequence; motion remains unknown.,modelObservedPendingPanel
inuyashiki,artRealism,known,4,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/inuyashiki/,Inuyashiki 1; mapped Japanese Volume 1 ISBN 9784063545173,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 8; Omoi reader page 17; Omoi reader page 27; Omoi reader page 37; Omoi reader page 46; Omoi reader page 56,6,family and new home; street and hospital; night city,인체·사물·배경의 구조와 질감이 높은 사실성으로 묘사되어 현실 관찰 비중이 매우 높다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
inuyashiki,artDensity,known,4,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/inuyashiki/,Inuyashiki 1; mapped Japanese Volume 1 ISBN 9784063545173,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 8; Omoi reader page 17; Omoi reader page 27; Omoi reader page 37; Omoi reader page 46; Omoi reader page 56,6,family and new home; street and hospital; night city,세밀한 배경·소품·효과와 복합 구도가 지속되어 시각 정보량이 매우 높다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
inuyashiki,visualSoftness,known,1,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/inuyashiki/,Inuyashiki 1; mapped Japanese Volume 1 ISBN 9784063545173,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 8; Omoi reader page 17; Omoi reader page 27; Omoi reader page 37; Omoi reader page 46; Omoi reader page 56,6,family and new home; street and hospital; night city,각진 선과 강한 흑백 대비가 우세해 화면의 촉감이 단단하고 날카롭다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
inuyashiki,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/inuyashiki/,Inuyashiki 1; mapped Japanese Volume 1 ISBN 9784063545173,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 8; Omoi reader page 17; Omoi reader page 27; Omoi reader page 37; Omoi reader page 46; Omoi reader page 56,6,family and new home; street and hospital; night city,인용한 여섯 정지 페이지에서 이 축의 대표값을 추론하지 않았다.,The inspected sample did not establish a representative continuous physical-action sequence; motion remains unknown.,modelObservedPendingPanel
island-in-a-puddle,artRealism,known,2,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/island-in-a-puddle/,Island in a Puddle 1; mapped Japanese Volume 1 ISBN 9784065188583,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 14; Omoi reader page 22; Omoi reader page 29; Omoi reader page 37; Omoi reader page 45,6,rain and school; home and bath; funeral and medical shock,인체와 사물은 관습적 만화 양식으로 정리되어 있으며 현실 관찰과 도식화가 균형을 이룬다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
island-in-a-puddle,artDensity,known,3,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/island-in-a-puddle/,Island in a Puddle 1; mapped Japanese Volume 1 ISBN 9784065188583,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 14; Omoi reader page 22; Omoi reader page 29; Omoi reader page 37; Omoi reader page 45,6,rain and school; home and bath; funeral and medical shock,배경·소품·효과선이 여러 층으로 겹쳐 평균보다 높은 시각 정보량을 만든다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
island-in-a-puddle,visualSoftness,known,2,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/island-in-a-puddle/,Island in a Puddle 1; mapped Japanese Volume 1 ISBN 9784065188583,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 14; Omoi reader page 22; Omoi reader page 29; Omoi reader page 37; Omoi reader page 45,6,rain and school; home and bath; funeral and medical shock,"곡선과 직선, 밝고 어두운 면이 균형을 이루어 부드러움이 중립적이다.",Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
island-in-a-puddle,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/island-in-a-puddle/,Island in a Puddle 1; mapped Japanese Volume 1 ISBN 9784065188583,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 14; Omoi reader page 22; Omoi reader page 29; Omoi reader page 37; Omoi reader page 45,6,rain and school; home and bath; funeral and medical shock,인용한 여섯 정지 페이지에서 이 축의 대표값을 추론하지 않았다.,The inspected sample did not establish a representative continuous physical-action sequence; motion remains unknown.,modelObservedPendingPanel
mf-ghost,artRealism,known,3,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/mf-ghost/,MF Ghost 1; mapped Japanese Volume 1 ISBN 9784065107072,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 13; Omoi reader page 20; Omoi reader page 27; Omoi reader page 34; Omoi reader page 41,6,street race; school and restaurant; home and recruitment,인체 비례와 주요 사물·공간은 비교적 현실적으로 묘사되며 만화적 과장은 제한적이다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
mf-ghost,artDensity,known,3,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/mf-ghost/,MF Ghost 1; mapped Japanese Volume 1 ISBN 9784065107072,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 13; Omoi reader page 20; Omoi reader page 27; Omoi reader page 34; Omoi reader page 41,6,street race; school and restaurant; home and recruitment,배경·소품·효과선이 여러 층으로 겹쳐 평균보다 높은 시각 정보량을 만든다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
mf-ghost,visualSoftness,known,1,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/mf-ghost/,MF Ghost 1; mapped Japanese Volume 1 ISBN 9784065107072,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 13; Omoi reader page 20; Omoi reader page 27; Omoi reader page 34; Omoi reader page 41,6,street race; school and restaurant; home and recruitment,각진 선과 강한 흑백 대비가 우세해 화면의 촉감이 단단하고 날카롭다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
mf-ghost,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/mf-ghost/,MF Ghost 1; mapped Japanese Volume 1 ISBN 9784065107072,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 13; Omoi reader page 20; Omoi reader page 27; Omoi reader page 34; Omoi reader page 41,6,street race; school and restaurant; home and recruitment,인용한 여섯 정지 페이지에서 이 축의 대표값을 추론하지 않았다.,The inspected sample did not establish a representative continuous physical-action sequence; motion remains unknown.,modelObservedPendingPanel
my-dearest-self-with-malice-aforethought,artRealism,known,3,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/my-dearest-self-with-malice-aforethought/,My Dearest Self with Malice Aforethought 1; mapped Japanese Volume 1 ISBN 9784065128077,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 9; Omoi reader page 20; Omoi reader page 31; Omoi reader page 43; Omoi reader page 54; Omoi reader page 65,6,apartment morning; school; night street,인체 비례와 주요 사물·공간은 비교적 현실적으로 묘사되며 만화적 과장은 제한적이다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
my-dearest-self-with-malice-aforethought,artDensity,known,3,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/my-dearest-self-with-malice-aforethought/,My Dearest Self with Malice Aforethought 1; mapped Japanese Volume 1 ISBN 9784065128077,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 9; Omoi reader page 20; Omoi reader page 31; Omoi reader page 43; Omoi reader page 54; Omoi reader page 65,6,apartment morning; school; night street,배경·소품·효과선이 여러 층으로 겹쳐 평균보다 높은 시각 정보량을 만든다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
my-dearest-self-with-malice-aforethought,visualSoftness,known,1,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/my-dearest-self-with-malice-aforethought/,My Dearest Self with Malice Aforethought 1; mapped Japanese Volume 1 ISBN 9784065128077,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 9; Omoi reader page 20; Omoi reader page 31; Omoi reader page 43; Omoi reader page 54; Omoi reader page 65,6,apartment morning; school; night street,각진 선과 강한 흑백 대비가 우세해 화면의 촉감이 단단하고 날카롭다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
my-dearest-self-with-malice-aforethought,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/my-dearest-self-with-malice-aforethought/,My Dearest Self with Malice Aforethought 1; mapped Japanese Volume 1 ISBN 9784065128077,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 9; Omoi reader page 20; Omoi reader page 31; Omoi reader page 43; Omoi reader page 54; Omoi reader page 65,6,apartment morning; school; night street,인용한 여섯 정지 페이지에서 이 축의 대표값을 추론하지 않았다.,The inspected sample did not establish a representative continuous physical-action sequence; motion remains unknown.,modelObservedPendingPanel
the-golden-sheep,artRealism,known,2,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/the-golden-sheep/,The Golden Sheep 1; mapped Japanese Volume 1 ISBN 9784065111260,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 12; Omoi reader page 19; Omoi reader page 26; Omoi reader page 32; Omoi reader page 39,6,shop and hometown return; school friends; outdoors and water,인체와 사물은 관습적 만화 양식으로 정리되어 있으며 현실 관찰과 도식화가 균형을 이룬다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
the-golden-sheep,artDensity,known,2,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/the-golden-sheep/,The Golden Sheep 1; mapped Japanese Volume 1 ISBN 9784065111260,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 12; Omoi reader page 19; Omoi reader page 26; Omoi reader page 32; Omoi reader page 39,6,shop and hometown return; school friends; outdoors and water,인물과 핵심 배경 단서가 균형 있게 배치되어 시각 정보량이 중간 수준이다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
the-golden-sheep,visualSoftness,known,4,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/the-golden-sheep/,The Golden Sheep 1; mapped Japanese Volume 1 ISBN 9784065111260,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 12; Omoi reader page 19; Omoi reader page 26; Omoi reader page 32; Omoi reader page 39,6,shop and hometown return; school friends; outdoors and water,둥근 형태·가벼운 선·넓은 밝은 면이 지속되어 매우 부드럽고 공기감 있는 인상을 준다.,Six distinct licensed interior pages across at least two contexts were inspected; the sample is entry-range only and panel or human review remains pending.,modelObservedPendingPanel
the-golden-sheep,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/the-golden-sheep/,The Golden Sheep 1; mapped Japanese Volume 1 ISBN 9784065111260,The publisher-authorized licensed opening edition begins with the same series entry and maps within entry_1_3_volumes; translated lettering was excluded from density judgment.,Omoi reader page 6; Omoi reader page 12; Omoi reader page 19; Omoi reader page 26; Omoi reader page 32; Omoi reader page 39,6,shop and hometown return; school friends; outdoors and water,인용한 여섯 정지 페이지에서 이 축의 대표값을 추론하지 않았다.,The inspected sample did not establish a representative continuous physical-action sequence; motion remains unknown.,modelObservedPendingPanel
