id,title,titleKana,creators,publisher,demographic,status,firstPublishedYear,genres,factorScope,onboardingEligible,recommendationEligible,libraryOnly,metadataConfidence,groupingConfidence,sourceAgreement,annotationReviewMethod,annotationReviewedAt,annotationReviewReference,evidenceId
work-4ac3883d7724c8c0a25a,ラストゲーム,,天乃忍,白泉社,shojo,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4ac3883d7724c8c0a25a
work-4ad0055c4138e1db1a50,今日はカノジョがいないから,,岩見 樹代子,一迅社,shojo,unknown,2021,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4ad0055c4138e1db1a50
work-4b1aee71ea9834cd0439,みどりの星,,真造圭伍,小学館,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4b1aee71ea9834cd0439
work-4b4bbe8c10859c46e726,百舌谷さん逆上する,,篠房六郎,講談社,seinen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4b4bbe8c10859c46e726
work-4b4e6afc71e786d97bac,自殺島,,森恒二,白泉社,seinen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4b4e6afc71e786d97bac
work-4b58e9c429e2c2849e76,スティーブズ,,うめ;松永 肇一,小学館,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4b58e9c429e2c2849e76
work-4b775e0182b5b758c0eb,恋に無駄口,,福山 リョウコ,白泉社,shojo,unknown,2020,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4b775e0182b5b758c0eb
work-4bc49c50851479b6725f,わにとかげぎす,,古谷 実,講談社,seinen,unknown,2006,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4bc49c50851479b6725f
work-4bf5f17cb5da0a706064,あめつちだれかれそこかしこ,,青桐ナツ,マッグガーデン,unknown,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4bf5f17cb5da0a706064
work-4c519b1e8a421d123fef,月影ベイベ,,小玉 ユキ,小学館,unknown,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4c519b1e8a421d123fef
work-4c5e29ca09aa2086be37,磯部磯兵衛物語〜浮世はつらいよ〜,,仲間 りょう,集英社,shonen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4c5e29ca09aa2086be37
work-4c90a79f23cc8849ca9b,巨悪学園,,長沢克泰うどん,講談社,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4c90a79f23cc8849ca9b
work-4d9f1108aabbace31126,フラグタイム,,さと,秋田書店,shonen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4d9f1108aabbace31126
work-4da37cd884e6077f2072,舞妓さんちのまかないさん,,小山 愛子,小学館,shonen,unknown,2017,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4da37cd884e6077f2072
work-4dd5c4a6686680557ff6,シャドーハウス,,ソウマトウ,集英社,seinen,unknown,2019,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4dd5c4a6686680557ff6
work-4dfd5bd5dd132cbde414,きょうの猫村さん,,ほしよりこ,マガジンハウス,unknown,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4dfd5bd5dd132cbde414
work-4e0f63e18e219a3dfe32,トニカクカワイイ,,畑 健二郎,小学館,shonen,unknown,2018,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4e0f63e18e219a3dfe32
work-4e1489bc0a69b7c21e8b,よんでますよ、アザゼルさん。,,久保保久,講談社,seinen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4e1489bc0a69b7c21e8b
work-4e1a5779610b31ca5603,俎上の鯉は二度跳ねる,,水城 せとな,小学館,unknown,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4e1a5779610b31ca5603
work-4e58f4d7e699b0785724,ヒロイン失格,,幸田もも子,集英社,shojo,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4e58f4d7e699b0785724
work-4e60b9906a3188ec9209,履いてください、鷹峰さん,,柊裕一,スクウェア・エニックス,seinen,unknown,2019,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4e60b9906a3188ec9209
work-4e8f5e4496b2118413e6,ライジングサン,,藤原さとし,双葉社,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4e8f5e4496b2118413e6
work-4ea3eb779047209c27d8,喫茶牢獄,,日本橋 ヨヲコ,集英社,seinen,unknown,2025,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4ea3eb779047209c27d8
work-4f4175c6c19e963c46b4,山本善次朗と申します,,槙ようこ,集英社,shojo,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4f4175c6c19e963c46b4
work-4f5a5e1c022ed0efcd6e,デボネア・ドライブ,,朝倉世界一,エンターブレイン,seinen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4f5a5e1c022ed0efcd6e
work-4f72ecfc3f99fd8a1286,スコペロ,,カサハラ テツロー,KADOKAWA,unknown,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4f72ecfc3f99fd8a1286
work-4fbfbe587493acba3a24,平成敗残兵すみれちゃん,,里見 U,講談社,seinen,unknown,2024,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4fbfbe587493acba3a24
work-4ff04bf87231d4574769,Ｉ【アイ】,,いがらし みきお,小学館,seinen,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4ff04bf87231d4574769
work-500bf1972a4c3b840ded,コンプレックス・エイジ,,佐久間結衣,講談社,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-500bf1972a4c3b840ded
work-502d99ee8ad948bf6944,さよならタマちゃん,,武田一義,講談社,seinen,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-502d99ee8ad948bf6944
work-50622a5e07468f8c0df9,イノサン,,坂本眞一,集英社,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-50622a5e07468f8c0df9
work-5091a08263efab2438bd,金剛番長,,鈴木央,小学館,shonen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5091a08263efab2438bd
work-50ad1e8e5c1a9a9d7aa3,ラティーノ,,おおひなたごう,講談社,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-50ad1e8e5c1a9a9d7aa3
work-50afa45b590e1bd55fa1,東京ヒゴロ,,松本 大洋,小学館,seinen,unknown,2021,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-50afa45b590e1bd55fa1
work-510920fd67d322029cad,ハルシオン・ランチ,,沙村広明,講談社,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-510920fd67d322029cad
work-5123e49da8a50eaade9c,実在ゲキウマ地酒日記,,須賀原洋行,講談社,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5123e49da8a50eaade9c
work-51a42ef829c4de88c911,夫婦以上、恋人未満。,,金丸 祐基,KADOKAWA,seinen,unknown,2018,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-51a42ef829c4de88c911
work-51a4ae214648dbf12478,ももんち,,冬目 景,小学館,seinen,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-51a4ae214648dbf12478
work-521d1f38e767ab1d4af4,悪魔とラブソング,,桃森ミヨシ,集英社,shojo,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-521d1f38e767ab1d4af4
work-5225892c29f17471e277,Ｐ．Ｓ．アイラブユー,,谷川史子,集英社,shojo,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5225892c29f17471e277
work-52fee99827626be2d8d4,エイティエイトを２でわって,,有馬,芳文社,seinen,unknown,2024,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-52fee99827626be2d8d4
work-5340c060bb9129c1df57,金剛寺さんは面倒臭い,,とよ田 みのる,小学館,seinen,unknown,2018,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5340c060bb9129c1df57
work-534e2816c5c98956ffe4,パラダイスバード,,佐藤明機,新潮社,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-534e2816c5c98956ffe4
work-5394728c1ca244a0567a,双亡亭壊すべし,,藤田 和日郎,小学館,shonen,unknown,2016,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5394728c1ca244a0567a
work-539a684079e86fe0ab53,星くずドロップ,,小嶋ララ子,講談社,unknown,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-539a684079e86fe0ab53
work-53eaab555f405b99ea75,GBパーク,,オノ ナツメ,竹書房,seinen,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-53eaab555f405b99ea75
work-53f05f63e741cd17ee72,ドッグスレッド,,野田 サトル,集英社,seinen,unknown,2024,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-53f05f63e741cd17ee72
work-540d5788c906bfcc7234,後ハッピーマニア,,安野 モヨコ,祥伝社,unknown,unknown,2020,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-540d5788c906bfcc7234
work-54bf1699bfd014afa208,ウィッチウォッチ,,篠原 健太,集英社,shonen,unknown,2021,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-54bf1699bfd014afa208
work-550261dd739b9ff83611,よにんぐらし,,宇仁田ゆみ,竹書房,seinen,unknown,2005,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-550261dd739b9ff83611
work-5527725f0c3bf381e6d3,ブックイーター,,カネタケ製菓,竹書房,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5527725f0c3bf381e6d3
work-553a5452dad416fd8800,中春こまわり君,,山上たつひこ,小学館,seinen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-553a5452dad416fd8800
work-5546d6a69fb258a943c2,坊主DAYS,,杜康潤,新書館,shojo,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5546d6a69fb258a943c2
work-555bfdff9e7e5e6c8d11,銀のニーナ,,イトカツ,双葉社,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-555bfdff9e7e5e6c8d11
work-5577e7229dee82594d6c,千と万,,関谷あさみ,双葉社,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5577e7229dee82594d6c
work-5579a3b5321f874d6c14,たとえとどかぬ糸だとしても,,tMnR,一迅社,unknown,unknown,2017,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5579a3b5321f874d6c14
work-557c4ffa7e2888066c1d,あそびあい,,新田 章,講談社,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-557c4ffa7e2888066c1d
work-55e3193c95b2f4c2e944,紺田照の合法レシピ,,馬田 イスケ,講談社,unknown,unknown,2016,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-55e3193c95b2f4c2e944
work-5625fc2de8c5a33e98b2,可愛いだけじゃない式守さん,,真木 蛍五,講談社,unknown,unknown,2019,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5625fc2de8c5a33e98b2
work-567d2c0eeaaaa26dfe60,キーチＶＳ,,新井 英樹,小学館,seinen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-567d2c0eeaaaa26dfe60
work-56cfe3f157c6da083f35,人は見た目が100パーセント,,大久保 ヒロミ,講談社,unknown,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-56cfe3f157c6da083f35
work-56e45e2dd0d00d5f24a8,ブランクスペース,,熊倉献,ヒーローズ,unknown,unknown,2021,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-56e45e2dd0d00d5f24a8
work-5702b6d631ece35b62ea,「壇蜜」,,清野 とおる,講談社,seinen,unknown,2025,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5702b6d631ece35b62ea
work-574a0d3c5c25d8741ba5,しゅがー・みーつ・がーる！,,白野アキヒロ,芳文社,seinen,unknown,2024,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-574a0d3c5c25d8741ba5
work-578a883b485b57393ea9,ちゃんと好きって言える子無双,,赤景;七菜 なな;ちひろ 綺華,KADOKAWA,seinen,unknown,2026,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-578a883b485b57393ea9
work-57e57ac2ef9687d8c2ce,僕は問題ありません,,宮崎 夏次系,講談社,seinen,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-57e57ac2ef9687d8c2ce
work-57f00e4a2130d5a0fa70,新米姉妹のふたりごはん,,柊 ゆたか,KADOKAWA,seinen,unknown,2015,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-57f00e4a2130d5a0fa70
work-580d12e46b72fad34332,さくらの園,,ふみふみこ,秋田書店,shonen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-580d12e46b72fad34332
work-58191c032908b92d1955,ダニー・ボーイ,,島田虎之介,青林工芸舎,unknown,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-58191c032908b92d1955
work-58516b2e576ac0229077,魔王の秘書,,鴨鍋かもつ,アース・スターエンターテイメント,unknown,unknown,2017,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-58516b2e576ac0229077
work-587a29e5d045707f9c8f,小林さんちのメイドラゴン,,クール教信者,双葉社,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-587a29e5d045707f9c8f
work-590b60fe2d2ea5ac62cd,少女少年学級団,,藤村真理,集英社,shojo,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-590b60fe2d2ea5ac62cd
work-590b8ecced818130cf51,あなたのことはそれほど,,いくえみ綾,祥伝社,josei,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-590b8ecced818130cf51
work-592efc68f5adaed3e2ff,アイゼンファウスト天保忍者伝,,長谷川哲也;山田風太郎,講談社,unknown,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-592efc68f5adaed3e2ff
work-595cf1b66258257c1daa,なかじまなかじま,,西炯子,白泉社,shojo,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-595cf1b66258257c1daa
work-595e4f93113111f5416a,僕はビートルズ,,かわぐちかいじ;藤井哲夫,講談社,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-595e4f93113111f5416a
work-598b59b6153e22e56da2,エンゼルバンク,,三田紀房,講談社,seinen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-598b59b6153e22e56da2
work-59cf691b7487a62a4077,ぽちゃまに,,平間要,白泉社,shojo,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-59cf691b7487a62a4077
work-5a197c8c67ae395c17be,BABEL,,重松成美,小学館,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5a197c8c67ae395c17be
work-5a5b5d57acd7c35aebb0,真・異種格闘大戦,,相原コージ,双葉社,seinen,unknown,2005,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5a5b5d57acd7c35aebb0
work-5aa2f441d3b351430f31,俺様ティーチャー,,椿いづみ,白泉社,shojo,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5aa2f441d3b351430f31
work-5ab1b890f441d79d8f2d,苺ましまろ,,ばらスィー,KADOKAWA,seinen,unknown,2003,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5ab1b890f441d79d8f2d
work-5ac2e816cd96e6c5d795,ねこむすめ道草日記,,いけ,徳間書店,unknown,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5ac2e816cd96e6c5d795
work-5ad2d778cc989ba7fd2a,富士山さんは思春期,,オジロマコト,双葉社,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5ad2d778cc989ba7fd2a
work-5ad62e6413f67d351f1d,天にひびき,,やまむらはじめ,少年画報社,seinen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5ad62e6413f67d351f1d
work-5b4dc4e6e966436b2990,人形芝居,,高尾滋,白泉社,shojo,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5b4dc4e6e966436b2990
work-5b63d3327587170a0e1e,愛気,,Isutoshi,少年画報社,seinen,unknown,2005,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5b63d3327587170a0e1e
work-5bb381c9a795df5c1413,うちの師匠はしっぽがない,,TNSK,講談社,seinen,unknown,2019,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5bb381c9a795df5c1413
work-5bdc75180460ced2580e,境界のメロディ,,宮田 俊哉;杉基 イクラ;LAM,KADOKAWA,seinen,unknown,2025,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5bdc75180460ced2580e
work-5c087d77d180e30fe3dd,恋せよまやかし天使ども,,卯月 ココ,講談社,shojo,unknown,2023,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5c087d77d180e30fe3dd
work-5c6791284752dea2d661,吐息と稲妻,,谷川史子,集英社,shojo,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5c6791284752dea2d661
work-5ca6f1a04878978f9e5c,街角花だより,,こうの史代,双葉社,seinen,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5ca6f1a04878978f9e5c
work-5cf2537c41f9ca296ae4,南国トムソーヤ,,うめ,新潮社,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5cf2537c41f9ca296ae4
work-5d1d25fba80d0044182d,メンヘラちゃん,,琴葉とこ,イースト・プレス,unknown,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5d1d25fba80d0044182d
work-5d28fafc5980b72c39b6,からん,,木村紺,講談社,seinen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5d28fafc5980b72c39b6
work-5dd63a5243d0adbf8a60,どくだみの花咲くころ,,城戸 志保,講談社,seinen,unknown,2024,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5dd63a5243d0adbf8a60
work-5de9dc2933f8395ad898,ＣＡＰＴＡＩＮアリス,,高田裕三,講談社,seinen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5de9dc2933f8395ad898
work-5e604312a028cd1cd45c,大正ガールズエクスプレス,,日下直子,講談社,shojo,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5e604312a028cd1cd45c
work-5e8f5ad0820e97153fd9,スプライト,,石川 優吾,小学館,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5e8f5ad0820e97153fd9
work-5eafe74dcfdc64fbe5f0,怪獣を解剖する,,サイトウ マド,KADOKAWA,seinen,unknown,2025,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5eafe74dcfdc64fbe5f0
work-5eb4b8f96b08d6d91e3e,囚人リク,,瀬口忍,秋田書店,unknown,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5eb4b8f96b08d6d91e3e
work-5eb522c5a4b4f5cb052f,久保さんは僕を許さない,,雪森 寧々,集英社,seinen,unknown,2020,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5eb522c5a4b4f5cb052f
work-5ebbc9bede841d2faf7b,高台家の人々,,森本梢子,集英社,shojo,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5ebbc9bede841d2faf7b
work-5efc931bb6240d9dc0ad,名探偵マーニー,,木々津克久,秋田書店,unknown,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5efc931bb6240d9dc0ad
work-5f23120a034be3aebbe7,孤食ロボット,,岩岡ヒサエ,集英社,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5f23120a034be3aebbe7
work-5f23f28d04aaeed489cc,ラジエーションハウス,,モリ タイシ;横幕 智裕,集英社,seinen,unknown,2016,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5f23f28d04aaeed489cc
work-5f888deab71daaa322dc,美しいこと,,橋本みつる,新書館,shojo,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5f888deab71daaa322dc
work-5fbe9161a398e544a4dc,たそがれたかこ,,入江 喜和,講談社,unknown,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5fbe9161a398e544a4dc
work-5fc6b29f8e4455352ccf,上野さんは不器用,,tugeneko,白泉社,seinen,unknown,2016,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5fc6b29f8e4455352ccf
work-6051ddc30fbd59c21ed3,パパがも一度恋をした,,阿部 潤,小学館,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-6051ddc30fbd59c21ed3
work-6083dc87d385741c9e90,ドラゴン、家を買う。,,多貫カヲ;絢薔子,マッグガーデン,seinen,unknown,2017,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-6083dc87d385741c9e90
work-60f1c8ea2e940287be9d,薄命少女,,あらい・まりこ,双葉社,seinen,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-60f1c8ea2e940287be9d
work-612b36fefaba0783ebc9,デストロイアンドレボリューション,,森恒二,集英社,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-612b36fefaba0783ebc9
work-61a5fe43e48685c3fcf5,健康で文化的な最低限度の生活,,柏木 ハルコ,小学館,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-61a5fe43e48685c3fcf5
work-622381212123640cb5de,愛を喰らえ!!,,ルネッサンス吉田,太田出版,unknown,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-622381212123640cb5de
work-62289f61b425590d3f4e,殺風ガール,,真田 順子,KADOKAWA,seinen,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-62289f61b425590d3f4e
work-62e51d8166d487f9e6e3,白暮のクロニクル,,ゆうき まさみ,小学館,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-62e51d8166d487f9e6e3
work-62f4b10c360ed028992b,グッドナイト,,南Q太,祥伝社,josei,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-62f4b10c360ed028992b
work-62f95597704a67f68f85,東京都北区赤羽,,清野とおる,青泉社（千代田区）,unknown,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-62f95597704a67f68f85
work-62fb5d8e9f6c6bbbeba9,血潜り林檎と金魚鉢男,,阿部洋一,アスキー・メディアワークス,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-62fb5d8e9f6c6bbbeba9
work-62fbc6b2253b895e3a66,俺物語！！,,アルコ;河原和音,集英社,shojo,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-62fbc6b2253b895e3a66
work-634f34830600e07d8f17,お茶にごす。,,西森 博之,小学館,shonen,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-634f34830600e07d8f17
work-63a02701de53ec56aee7,好都合セミフレンド,,千種みのり,芳文社,seinen,unknown,2023,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-63a02701de53ec56aee7
work-63b43386b6985d608eb8,ひきだしにテラリウム,,九井諒子,イースト・プレス,unknown,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-63b43386b6985d608eb8
work-641e15c43d24c2481485,真人キエッタ,,鳥飼仁,講談社,shonen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-641e15c43d24c2481485
work-6492acae38103c762359,夜明けの図書館,,埜納タオ,双葉社,unknown,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-6492acae38103c762359
