mappingId,sourceItemId,candidateId,workId,mappingType,canonicalTitleJa,confidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,notes
mapping-c557b84e22cc60e1a8c2,nippan-bookseller-recommendations-2025-010,candidate-025c8ab93483a39c9330,work-025c8ab93483a39c9330,duplicate,ホストと社畜,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/51345/,2025,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/51345/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17888858/; normalizedTitle=ほすとと社畜; matchedRakutenAuthor=河尻みつる; isbn=9784575860016.
mapping-558575681b195cc3d410,nippan-bookseller-recommendations-2024-005,candidate-f8cb26831612e0c6ece5,work-f8cb26831612e0c6ece5,duplicate,極楽街,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/28229/,2024,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/28229/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17291328/; normalizedTitle=極楽街; matchedRakutenAuthor=佐乃 夕斗; isbn=9784088827407.
mapping-036c31c40442eaa987e1,tsugimanga-2023-comics-015,candidate-f8cb26831612e0c6ece5,work-f8cb26831612e0c6ece5,included,極楽街,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2023/comics,2023-08-31,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2023/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17291328/; normalizedTitle=極楽街; matchedRakutenAuthor=佐乃 夕斗; isbn=9784088827407.
mapping-904b1c65c6a89b8b8131,tsugimanga-2025-comics-011,candidate-f8cb26831612e0c6ece5,work-f8cb26831612e0c6ece5,duplicate,極楽街,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2025/comics,2025-09-18,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2025/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17291328/; normalizedTitle=極楽街; matchedRakutenAuthor=佐乃 夕斗; isbn=9784088827407.
mapping-33f0dc4bb9c27079e9fe,mangataisho-2012-181,candidate-fc53cb5669aa4099ee4a,work-fc53cb5669aa4099ee4a,included,アオハライド,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11121485/; normalizedTitle=あおはらいど; matchedRakutenAuthor=咲坂 伊緒; isbn=9784088466477.
mapping-99ad7a342da0acd63b30,mangataisho-2013-131,candidate-fc53cb5669aa4099ee4a,work-fc53cb5669aa4099ee4a,duplicate,アオハライド,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11121485/; normalizedTitle=あおはらいど; matchedRakutenAuthor=咲坂 伊緒; isbn=9784088466477.
mapping-3306aeb65536074647f8,nippan-bookseller-recommendations-2012-003,candidate-fc53cb5669aa4099ee4a,work-fc53cb5669aa4099ee4a,duplicate,アオハライド,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105008/,2012,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105008/; rakutenProductUrl=https://books.rakuten.co.jp/rb/11121485/; normalizedTitle=あおはらいど; matchedRakutenAuthor=咲坂 伊緒; isbn=9784088466477.
mapping-1187b8354cf004ae495b,mangataisho-2010-090,candidate-fd2a957c501c36047ed0,work-fd2a957c501c36047ed0,included,青の祓魔師,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6133112/; normalizedTitle=青の祓魔師; matchedRakutenAuthor=加藤 和恵; isbn=9784088747095.
mapping-a0de4a1d58132e3310c9,mangataisho-2012-182,candidate-fd2a957c501c36047ed0,work-fd2a957c501c36047ed0,duplicate,青の祓魔師,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6133112/; normalizedTitle=青の祓魔師; matchedRakutenAuthor=加藤 和恵; isbn=9784088747095.
mapping-966851224dcf966d0ea6,nippan-bookseller-recommendations-2011-005,candidate-fd2a957c501c36047ed0,work-fd2a957c501c36047ed0,duplicate,青の祓魔師,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105000/,2011,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105000/; rakutenProductUrl=https://books.rakuten.co.jp/rb/6133112/; normalizedTitle=青の祓魔師; matchedRakutenAuthor=加藤 和恵; isbn=9784088747095.
mapping-befd8ffe82e596957f35,mangataisho-2010-168,candidate-ff9b025f58d7e12f3cb1,work-ff9b025f58d7e12f3cb1,included,LOVE SO LIFE,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6056365/; normalizedTitle=love so life; matchedRakutenAuthor=こうち楓; isbn=9784592187349.
mapping-435e3dffea32c0dfd7b2,nippan-bookseller-recommendations-2010-013,candidate-ff9b025f58d7e12f3cb1,work-ff9b025f58d7e12f3cb1,duplicate,LOVE SO LIFE,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/104773/,2010,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/104773/; rakutenProductUrl=https://books.rakuten.co.jp/rb/6056365/; normalizedTitle=love so life; matchedRakutenAuthor=こうち楓; isbn=9784592187349.
