candidateId,canonicalTitleJa,titleKana,creatorsJa,firstPublishedYear,originCountry,format,publicationStatus,notes
candidate-970bcce27f74166b6758,ジゼル・アラン,,笠井 スイ,2010,unknown,unknown,unknown,Library-only candidate; opaque workId=work-970bcce27f74166b6758; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9711cfc35c4941e50948,頂き！成り上がり飯,,奥嶋ひろまさ,2016,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9711cfc35c4941e50948; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9723a4d0d9f4a17839d1,シノビノ,,大柿 ロクロウ,2017,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9723a4d0d9f4a17839d1; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-974a42056e7a969be948,誰も知らない〜子不語〜,,夏達;SUMMER,2009,unknown,unknown,unknown,Library-only candidate; opaque workId=work-974a42056e7a969be948; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9791d80d12670e9b87c5,ディメンションW,,岩原裕二,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9791d80d12670e9b87c5; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-979c21cf10bbe09a70b9,雨無村役場産業課兼観光係,,岩本ナオ,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-979c21cf10bbe09a70b9; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-97d088086128a66d692d,ギガントマキア,,三浦建太郎,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-97d088086128a66d692d; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9819dc57951f1adb8729,わたしは真夜中,,糸井のぞ,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9819dc57951f1adb8729; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-982bb79e03193ebbafcd,ママはテンパリスト,,東村アキコ,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-982bb79e03193ebbafcd; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-98496629236d52367540,どぶがわ,,池辺葵,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-98496629236d52367540; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-98626de1d3e25186d1bb,古見さんは、コミュ症です。,,オダ トモヒト,2016,unknown,unknown,unknown,Library-only candidate; opaque workId=work-98626de1d3e25186d1bb; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-98637340992f2f50107d,いつかティファニーで朝食を,,マキヒロチ,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-98637340992f2f50107d; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-986fd04811a0b3d816f1,月光条例,,藤田 和日郎,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-986fd04811a0b3d816f1; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9894bab2657809d62a14,くまみこ,,吉元 ますめ,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9894bab2657809d62a14; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-989ea31af1af92fb78b4,片恋の日記少女,,中村明日美子,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-989ea31af1af92fb78b4; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-98b7d2ef065bde405972,スーパーの裏でヤニ吸うふたり,,地主,2022,unknown,unknown,unknown,Library-only candidate; opaque workId=work-98b7d2ef065bde405972; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-98d513b70560f2f96a38,漂流教室,,楳図かずお,1972,unknown,unknown,unknown,Library-only candidate; opaque workId=work-98d513b70560f2f96a38; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-99046601b40a492141c1,天体戦士サンレッド,,くぼたまこと,2005,unknown,unknown,unknown,Library-only candidate; opaque workId=work-99046601b40a492141c1; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9919ce0368e7e46897b5,マイガール,,佐原ミズ,2007,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9919ce0368e7e46897b5; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-994f45d756b4055ece27,はやめブラストギア,,竹山 祐右,2016,unknown,unknown,unknown,Library-only candidate; opaque workId=work-994f45d756b4055ece27; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-99d81456c341e239d7af,レッツ☆ラグーン,,岡崎 武士,2010,unknown,unknown,unknown,Library-only candidate; opaque workId=work-99d81456c341e239d7af; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-99feb5a88e39c429b8c2,カッパときのこ,,魔神ぐり子,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-99feb5a88e39c429b8c2; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9a006f9a47769dfc2c3a,殺し屋Ｓのゆらぎ,,舟本 絵理歌,2019,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9a006f9a47769dfc2c3a; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9a0dc26c6ae8f8e675c4,彼女とカメラと彼女の季節,,月子,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9a0dc26c6ae8f8e675c4; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9a1d727d87f46ac407d1,Real Clothes,,槇村さとる,2007,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9a1d727d87f46ac407d1; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9a375ef7844b5d6e69af,ショコラの魔法,,みづほ 梨乃,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9a375ef7844b5d6e69af; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9ad564d206d2c1a6c4ef,チェンソーマン,チェンソーマン,藤本タツキ,2018,unknown,unknown,completed,Matched existing Gold work chainsaw-man by normalized title/alias + creator overlap.
candidate-9b1c428d3210fa2b70bf,魔法少女ノ魔女裁判,,時任 せつな;Acacia,2025,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9b1c428d3210fa2b70bf; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9b42e9cda7743bba0f9b,回転銀河,,海野つなみ,2003,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9b42e9cda7743bba0f9b; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9b486df34cdf8853a038,釣りバカ日誌,,やまさき 十三;北見 けんいち,1980,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9b486df34cdf8853a038; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9bad151827d73f15815a,オーミ先生の微熱,,河内遙,2010,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9bad151827d73f15815a; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9bb7bc1f5f40a377ed68,エンジェルリップ,,あらいきよこ,1996,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9bb7bc1f5f40a377ed68; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9bc48e7f5208ca6bd0eb,オダロク,,田中 ストライク,2026,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9bc48e7f5208ca6bd0eb; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9bd00739b995d84e2494,あした死ぬには、,,雁 須磨子,2019,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9bd00739b995d84e2494; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9c412903936a15ec703f,描くなるうえは,,蒲 夕二;高畑 弓,2023,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9c412903936a15ec703f; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9c61ec68f9fc25c13b3e,亭主元気で犬がいい,,徳弘 正也,2011,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9c61ec68f9fc25c13b3e; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9c99d5d65e8e6a4a8465,少年メイド,,乙 橘,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9c99d5d65e8e6a4a8465; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9ce9f67dfe1aef833c70,映像研には手を出すな！,,大童 澄瞳,2017,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9ce9f67dfe1aef833c70; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9cfccaa87d8dc193f422,血界戦線,,内藤泰弘,2010,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9cfccaa87d8dc193f422; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9cfdc50b51526aad52a4,おんさのひびき,,伊図透,2010,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9cfdc50b51526aad52a4; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9d04c47e7efbbbd8aca6,かげきしょうじょ!!,,斉木久美子,2015,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9d04c47e7efbbbd8aca6; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9d2b58c5a982b7ddcbc6,ボーイズ・オン・ザ・ラン,,花沢 健吾,2005,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9d2b58c5a982b7ddcbc6; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9d437b1a9711aeb3471d,花音,,さいとうちほ,1995,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9d437b1a9711aeb3471d; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9d521b89712c948b76ce,水女神は今日も恋をするか？,,三簾 真也,2019,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9d521b89712c948b76ce; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9d5d64262dbc2893acd4,ポーの一族,,萩尾望都,1972,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9d5d64262dbc2893acd4; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9de2b62d9ed781881670,箱入りドロップス,,津留崎優,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9de2b62d9ed781881670; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9e12ab5a319cfbf36307,セカイのミカタ,,鈴木小波,2010,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9e12ab5a319cfbf36307; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9e98119539f60465ce66,僕らはみんな河合荘,,宮原るり,2011,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9e98119539f60465ce66; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9ea21464345e9489a6c2,魔法少女♡三十路,,三倉 ゆめ,2022,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9ea21464345e9489a6c2; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9ea5b539398abf33389c,不器用な先輩。,,工藤マコト,2020,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9ea5b539398abf33389c; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9ea915886fe936b47d61,夏目友人帳,ナツメユウジンチョウ,緑川ゆき,2003,unknown,unknown,ongoing,Matched existing Gold work natsumes-book-of-friends by normalized title/alias + creator overlap.
candidate-9ed6fa395060b8ee9851,ミトコンペレストロイカ,,まん○画太郎,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9ed6fa395060b8ee9851; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9eddcb2b8337e0a27537,花宵道中,,斉木久美子;宮木あや子,2010,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9eddcb2b8337e0a27537; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9ee686214ab1d0d4c8fc,まったく最近の探偵ときたら,,五十嵐 正邦,2016,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9ee686214ab1d0d4c8fc; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9f01ddaef8d3525c771f,ふたりエスケープ,,田口 囁一,2020,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9f01ddaef8d3525c771f; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9f2db6ebe083f66c893a,秘身譚,,伊藤 真美,2010,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9f2db6ebe083f66c893a; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9f3cb76fbf3b626f101a,けいおん！,,かきふらい,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9f3cb76fbf3b626f101a; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9f6e65be23de6688e45b,不思議な少年,,山下 和美,2001,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9f6e65be23de6688e45b; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9fb32a2b0f954de5f4a3,ファイトじじいクラブ,,山本健太郎,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9fb32a2b0f954de5f4a3; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9fc590948fe2b54fdcf3,年刊中年チャンプ,,中年,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9fc590948fe2b54fdcf3; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-9ffbdff3e9db3f9826e9,数学ゴールデン,,藏丸 竜彦,2020,unknown,unknown,unknown,Library-only candidate; opaque workId=work-9ffbdff3e9db3f9826e9; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a05b0d00f7d8d7592c7e,サンケンロック,,Boichi,2006,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a05b0d00f7d8d7592c7e; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a089c0eef91d1213da38,うる星やつら,,高橋留美子,1978,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a089c0eef91d1213da38; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a0cf232c6e526adba12f,スキップとローファー,スキップトローファー,高松美咲,2018,unknown,unknown,ongoing,Matched existing Gold work skip-and-loafer by normalized title/alias + creator overlap.
candidate-a0ef16551acd379eb984,BE BLUES！〜青になれ〜,,田中モトユキ,2011,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a0ef16551acd379eb984; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a0fdd0c31f6b45d32172,山田くんと７人の魔女,,吉河美希,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a0fdd0c31f6b45d32172; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a111c5b5eb985dbc9c50,VIVO!,,瀬川藤子,2011,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a111c5b5eb985dbc9c50; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a14cf4446d589444177f,もうかえってくれないかっ,,ふじまつ,2009,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a14cf4446d589444177f; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a15b3e6abad9affdea74,天使とアクト!!,,ひらかわあや,2015,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a15b3e6abad9affdea74; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a1798a9542d578b3137d,珈琲時間,,豊田 徹也,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a1798a9542d578b3137d; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a19dbc25b52fe100ed66,僕だけが知ってるんだぜ,,タアモ,2025,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a19dbc25b52fe100ed66; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a249a1a5c8938ef5ab9e,魔女と猫の話,,四宮しの,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a249a1a5c8938ef5ab9e; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a24e0d721bd03f8dfc41,たべるダケ,,高田サンコ,2011,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a24e0d721bd03f8dfc41; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a25bac53b4757f13f21a,鬼灯の冷徹,,江口夏実,2011,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a25bac53b4757f13f21a; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a268fb6b187e6a7ffd72,暗号学園のいろは,,岩崎 優次;西尾 維新,2023,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a268fb6b187e6a7ffd72; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a27bbfd85487a68b974a,ペンギンの問題,,永井 ゆうじ,2007,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a27bbfd85487a68b974a; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a280377d41783aab421d,NEW GAME！,,得能正太郎,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a280377d41783aab421d; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a2dbffa203dc2a27aa25,レイチェル・ ダイアル,,皿池篤志,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a2dbffa203dc2a27aa25; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a2f0a0e6114c3b669689,破壊神マグちゃん,,上木 敬,2020,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a2f0a0e6114c3b669689; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a30c0fbb0769daac98cc,ゴーゴーダイナマイツ,,小池定路,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a30c0fbb0769daac98cc; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a3182a646697c06c2526,忍者と殺し屋のふたりぐらし,,ハンバーガー,2022,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a3182a646697c06c2526; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a31925593fef2aaca2e2,深夜のダメ恋図鑑,,尾崎衣良,2015,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a31925593fef2aaca2e2; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a33cda6fe7a6aedc1ef2,パラショッパーズ,,福地 翼,2025,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a33cda6fe7a6aedc1ef2; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a35a61b852c16a061059,放課後帰宅びより,,松田舞,2024,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a35a61b852c16a061059; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a38a0adc31f0622bf206,PONG・PONG,,小沢真理,2006,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a38a0adc31f0622bf206; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a3a198078e3623f56c86,死役所,,あずみきし,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a3a198078e3623f56c86; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a3b7c5c6810710ed3721,夢で見たあの子のために,,三部 けい,2017,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a3b7c5c6810710ed3721; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a3d922576a1a1ecc8e3e,ドカ食いダイスキ！ もちづきさん,,まるよのかもめ,2024,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a3d922576a1a1ecc8e3e; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a3ed52406fbf51370b41,センセイあのね?,,小石川ふに,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a3ed52406fbf51370b41; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a3f82c226e2ef72b9805,DOIS SOL,,村瀬克俊,2011,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a3f82c226e2ef72b9805; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a42530eb1460613ddb66,こちら葛飾区亀有公園前派出所,,秋本治,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a42530eb1460613ddb66; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a4382c451f4eb3bf3995,ワンルームエンジェル,,はらだ,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a4382c451f4eb3bf3995; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a445f8af874d3f959800,作りたい女と食べたい女,ツクリタイオンナトタベタイオンナ,ゆざきさかおみ,2021,unknown,unknown,ongoing,Matched existing Gold work she-loves-to-cook-and-she-loves-to-eat by normalized title/alias + creator overlap.
candidate-a44dc3d83aa629edb8d6,彼女のカレラ,,麻宮騎亜,2005,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a44dc3d83aa629edb8d6; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a46aa6b40c164ff18925,銀盤騎士,,小川 彌生,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a46aa6b40c164ff18925; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a47ba80532ff25bd84c0,コウノドリ,,鈴ノ木ユウ,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a47ba80532ff25bd84c0; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a4a4d06aa88c7e6c4f00,恋の心に黒い羽,,ヤマシタトモコ,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a4a4d06aa88c7e6c4f00; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a4ca6e21e97927928e1a,喰う寝るふたり住むふたり,,日暮キノコ,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a4ca6e21e97927928e1a; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a5485a456a0896a0431b,白山と三田さん,,くさかべ ゆうへい,2022,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a5485a456a0896a0431b; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a59481c00155de21d75f,ケロロ軍曹,,吉崎 観音,1999,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a59481c00155de21d75f; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a5a6e4383b0ae45add35,落ちぶれゼウスと奴隷の子,,尾羊英,2023,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a5a6e4383b0ae45add35; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a5ea58e7f117809f190c,ケンガイ,,大瑛 ユキオ,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a5ea58e7f117809f190c; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a62a4e661d1b32d913de,34歳無職さん,,いけだたかし,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a62a4e661d1b32d913de; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a63ff955e6bc8227e843,ヒツジの執事,,ナントカ,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a63ff955e6bc8227e843; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a6493670a1de599ac6c1,きみは終末,,仲谷 鳰,2026,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a6493670a1de599ac6c1; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a68955f5898263495c4d,魔法少女ダンデライオン,,水帆 かえる,2025,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a68955f5898263495c4d; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a724b1e9c5ce4de26fa5,ないしょのつぼみ,,やぶうち優,2005,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a724b1e9c5ce4de26fa5; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a7413b6e35e0d316a538,となりの怪物くん,,ろびこ,2009,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a7413b6e35e0d316a538; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a77cc716088d067bec08,こんちわハム子,,あかり,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a77cc716088d067bec08; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a7a1e0666169f1b2e8c0,海街diary,,吉田 秋生,2006,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a7a1e0666169f1b2e8c0; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a7c0f3d7b865ce623311,幸腹グラフィティ,,川井マコト,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a7c0f3d7b865ce623311; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a7e0062c7153978fc6fe,失恋ショコラティエ,,水城 せとな,2009,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a7e0062c7153978fc6fe; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a80cf875bfcd0d31e579,彼女のひとりぐらし,,玉置勉強,2010,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a80cf875bfcd0d31e579; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a81bc17e65a038de3181,青に、ふれる。,,鈴木 望,2019,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a81bc17e65a038de3181; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a82a20ac5a887ca519e4,ヤコとポコ,,水沢悦子,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a82a20ac5a887ca519e4; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a82ab0cc2c3fb340283e,かわいいひと,,斎藤けん,2015,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a82ab0cc2c3fb340283e; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a8349445836546a82934,百姓貴族,,荒川 弘,2006,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a8349445836546a82934; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a83fea90f846cb4acd9d,みどりのマキバオー,,つの丸,1995,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a83fea90f846cb4acd9d; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a85b2872b13e76305087,土佐の一本釣り,,青柳裕介,1978,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a85b2872b13e76305087; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a86074a0fe7023187fa0,はじめちゃんが一番！,,渡辺多恵子,1989,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a86074a0fe7023187fa0; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a873bcfd6bb2d1a5a693,おとめ妖怪ざくろ,,星野リリィ,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a873bcfd6bb2d1a5a693; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a88b0770799bfa9159c8,FLIP-FLAP,,とよ田みのる,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a88b0770799bfa9159c8; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a8a810cf55a64514d666,14歳の恋,,水谷フーカ,2011,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a8a810cf55a64514d666; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-a8aaeb4f15aad02d9e79,LIAR GAME,,甲斐谷忍,2005,unknown,unknown,unknown,Library-only candidate; opaque workId=work-a8aaeb4f15aad02d9e79; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
