sourceItemId,sourceId,sourceRowNumber,rawPublicationClass,rawTitle,rawCreator,rawMainGenre,rawSubgenre,rawRating,rawNotes,rawUpdatedAt
mangataisho-2012-017,mangataisho-2012,17,一次選考作品リスト,私日和,羽柴麻央,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-191.html"",""rawText"":""『私日和』羽柴麻央""}",2012
mangataisho-2012-018,mangataisho-2012,18,一次選考作品リスト,わたしたちの震災物語,水谷フーカ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-190.html"",""rawText"":""『わたしたちの震災物語』水谷フーカ""}",2012
mangataisho-2012-019,mangataisho-2012,19,一次選考作品リスト,路地恋花,麻生みこと,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-189.html"",""rawText"":""『路地恋花』麻生みこと""}",2012
mangataisho-2012-020,mangataisho-2012,20,一次選考作品リスト,リンドバーグ,アントンシク,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-188.html"",""rawText"":""『リンドバーグ』アントンシク""}",2012
mangataisho-2012-021,mangataisho-2012,21,一次選考作品リスト,リューシカ・リューシカ,安倍吉俊,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-187.html"",""rawText"":""『リューシカ・リューシカ』安倍吉俊""}",2012
mangataisho-2012-022,mangataisho-2012,22,一次選考作品リスト,竜の学校は山の上,九井諒子,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-186.html"",""rawText"":""『竜の学校は山の上』九井諒子""}",2012
mangataisho-2012-023,mangataisho-2012,23,一次選考作品リスト,乱と灰色の世界,入江亜季,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-185.html"",""rawText"":""『乱と灰色の世界』入江亜季""}",2012
mangataisho-2012-024,mangataisho-2012,24,一次選考作品リスト,淀川ベルトコンベア・ガール,村上かつら,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-184.html"",""rawText"":""『淀川ベルトコンベア・ガール』村上かつら""}",2012
mangataisho-2012-025,mangataisho-2012,25,一次選考作品リスト,夜明けの図書館,埜納タオ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-183.html"",""rawText"":""『夜明けの図書館』埜納タオ""}",2012
mangataisho-2012-026,mangataisho-2012,26,一次選考作品リスト,夢の雫、黄金の鳥籠,篠原千絵,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-182.html"",""rawText"":""『夢の雫、黄金の鳥籠』篠原千絵""}",2012
mangataisho-2012-027,mangataisho-2012,27,一次選考作品リスト,幽麗塔,乃木坂太郎,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-181.html"",""rawText"":""『幽麗塔』乃木坂太郎""}",2012
mangataisho-2012-028,mangataisho-2012,28,一次選考作品リスト,誘爆発作,岡村星,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-180.html"",""rawText"":""『誘爆発作』岡村星""}",2012
mangataisho-2012-029,mangataisho-2012,29,一次選考作品リスト,憂国のラスプーチン,伊藤潤二,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-179.html"",""rawText"":""『憂国のラスプーチン』伊藤潤二""}",2012
mangataisho-2012-030,mangataisho-2012,30,一次選考作品リスト,モンタージュ,渡辺潤,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-178.html"",""rawText"":""『モンタージュ』渡辺潤""}",2012
mangataisho-2012-031,mangataisho-2012,31,一次選考作品リスト,森のテグー,施川ユウキ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-177.html"",""rawText"":""『森のテグー』施川ユウキ""}",2012
mangataisho-2012-032,mangataisho-2012,32,一次選考作品リスト,めしばな刑事タチバナ,坂戸佐兵衛 旅井とり,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-176.html"",""rawText"":""『めしばな刑事タチバナ』坂戸佐兵衛 旅井とり""}",2012
mangataisho-2012-033,mangataisho-2012,33,一次選考作品リスト,ミル,手原和憲,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-175.html"",""rawText"":""『ミル』手原和憲""}",2012
mangataisho-2012-034,mangataisho-2012,34,一次選考作品リスト,ミラーボール・フラッシング・マジック,さそうあきら,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-174.html"",""rawText"":""『ミラーボール・フラッシング・マジック』さそうあきら""}",2012
mangataisho-2012-035,mangataisho-2012,35,一次選考作品リスト,ミュジコフィリア,さそうあきら,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-173.html"",""rawText"":""『ミュジコフィリア』さそうあきら""}",2012
mangataisho-2012-036,mangataisho-2012,36,一次選考作品リスト,みそララ,宮原るり,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-172.html"",""rawText"":""『みそララ』宮原るり""}",2012
mangataisho-2012-037,mangataisho-2012,37,一次選考作品リスト,まんが親,吉田戦車,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-171.html"",""rawText"":""『まんが親』吉田戦車""}",2012
mangataisho-2012-038,mangataisho-2012,38,一次選考作品リスト,麻宮さんの妹,あさの,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-170.html"",""rawText"":""『麻宮さんの妹』あさの""}",2012
mangataisho-2012-039,mangataisho-2012,39,一次選考作品リスト,ママゴト,松田洋子,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-169.html"",""rawText"":""『ママゴト』松田洋子""}",2012
mangataisho-2012-040,mangataisho-2012,40,一次選考作品リスト,ましろのおと,羅川真里茂,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-168.html"",""rawText"":""『ましろのおと』羅川真里茂""}",2012
mangataisho-2012-041,mangataisho-2012,41,一次選考作品リスト,星を継ぐもの,星野 之宣 J・P・ホーガン,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/-jp.html"",""rawText"":""『星を継ぐもの』星野 之宣 J・P・ホーガン""}",2012
mangataisho-2012-042,mangataisho-2012,42,一次選考作品リスト,僕らはみんな河合荘,宮原るり,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-167.html"",""rawText"":""『僕らはみんな河合荘』宮原るり""}",2012
mangataisho-2012-043,mangataisho-2012,43,一次選考作品リスト,ぼくらのよあけ,今井哲也,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-166.html"",""rawText"":""『ぼくらのよあけ』今井哲也""}",2012
mangataisho-2012-044,mangataisho-2012,44,一次選考作品リスト,僕はビートルズ,かわぐちかいじ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-165.html"",""rawText"":""『僕はビートルズ』かわぐちかいじ""}",2012
mangataisho-2012-045,mangataisho-2012,45,一次選考作品リスト,冒険エレキテ島,鶴田謙二,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-164.html"",""rawText"":""『冒険エレキテ島』鶴田謙二""}",2012
mangataisho-2012-046,mangataisho-2012,46,一次選考作品リスト,僕の小規模な生活,福満しげゆき,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-163.html"",""rawText"":""『僕の小規模な生活』福満しげゆき""}",2012
mangataisho-2012-047,mangataisho-2012,47,一次選考作品リスト,ブロードウェイ・オブ・ザ・デッド 女ンビ,すぎむらしんいち,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-162.html"",""rawText"":""『ブロードウェイ・オブ・ザ・デッド 女ンビ』すぎむらしんいち""}",2012
mangataisho-2012-048,mangataisho-2012,48,一次選考作品リスト,プリンシパル,いくえみ綾,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-161.html"",""rawText"":""『プリンシパル』いくえみ綾""}",2012
mangataisho-2012-049,mangataisho-2012,49,一次選考作品リスト,ブラックジャック創作秘話,宮崎克 吉本浩二,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-160.html"",""rawText"":""『ブラックジャック創作秘話』宮崎克 吉本浩二""}",2012
mangataisho-2012-050,mangataisho-2012,50,一次選考作品リスト,＋チック姉さん,栗井茶,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-159.html"",""rawText"":""『＋チック姉さん』栗井茶""}",2012
mangataisho-2012-051,mangataisho-2012,51,一次選考作品リスト,ふうらい姉妹,長崎ライチ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-158.html"",""rawText"":""『ふうらい姉妹』長崎ライチ""}",2012
mangataisho-2012-052,mangataisho-2012,52,一次選考作品リスト,ふーふ,祥人,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-157.html"",""rawText"":""『ふーふ』祥人""}",2012
mangataisho-2012-053,mangataisho-2012,53,一次選考作品リスト,ひらひら 国芳一門浮世譚,岡田屋鉄蔵,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-156.html"",""rawText"":""『ひらひら 国芳一門浮世譚』岡田屋鉄蔵""}",2012
mangataisho-2012-054,mangataisho-2012,54,一次選考作品リスト,ひらけ相合傘,吉田戦車,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-155.html"",""rawText"":""『ひらけ相合傘』吉田戦車""}",2012
mangataisho-2012-055,mangataisho-2012,55,一次選考作品リスト,百器徒然袋 鳴釜 薔薇十字探偵の憂鬱,志水アキ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-154.html"",""rawText"":""『百器徒然袋 鳴釜 薔薇十字探偵の憂鬱』志水アキ""}",2012
mangataisho-2012-056,mangataisho-2012,56,一次選考作品リスト,羊の木,いがらしみお,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-153.html"",""rawText"":""『羊の木』いがらしみお""}",2012
mangataisho-2012-057,mangataisho-2012,57,一次選考作品リスト,ヒストリエ,岩明均,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-152.html"",""rawText"":""『ヒストリエ』岩明均""}",2012
mangataisho-2012-058,mangataisho-2012,58,一次選考作品リスト,ヒナまつり,大武政夫,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-151.html"",""rawText"":""『ヒナまつり』大武政夫""}",2012
mangataisho-2012-059,mangataisho-2012,59,一次選考作品リスト,ピコピコ少年,押切蓮介,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-150.html"",""rawText"":""『ピコピコ少年』押切蓮介""}",2012
mangataisho-2012-060,mangataisho-2012,60,一次選考作品リスト,ハルシオン・ランチ,沙村広明,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-149.html"",""rawText"":""『ハルシオン・ランチ』沙村広明""}",2012
mangataisho-2012-061,mangataisho-2012,61,一次選考作品リスト,花もて語れ,片山ユキオ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-148.html"",""rawText"":""『花もて語れ』片山ユキオ""}",2012
mangataisho-2012-062,mangataisho-2012,62,一次選考作品リスト,ハッピーエンドアパートメント,えすとえむ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-147.html"",""rawText"":""『ハッピーエンドアパートメント』えすとえむ""}",2012
mangataisho-2012-063,mangataisho-2012,63,一次選考作品リスト,はたらけ、ケンタウロス！,えすとえむ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-146.html"",""rawText"":""『はたらけ、ケンタウロス！』えすとえむ""}",2012
mangataisho-2012-064,mangataisho-2012,64,一次選考作品リスト,ノラガミ,あだちとか,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-145.html"",""rawText"":""『ノラガミ』あだちとか""}",2012
mangataisho-2012-065,mangataisho-2012,65,一次選考作品リスト,信長のシェフ,西村ミツル,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-144.html"",""rawText"":""『信長のシェフ』西村ミツル""}",2012
mangataisho-2012-066,mangataisho-2012,66,一次選考作品リスト,ノケモノと花嫁,中村明日美子 　幾原邦彦,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-143.html"",""rawText"":""『ノケモノと花嫁』中村明日美子 　幾原邦彦""}",2012
mangataisho-2012-067,mangataisho-2012,67,一次選考作品リスト,脳内ポイズンベリー,水城せとな,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-142.html"",""rawText"":""『脳内ポイズンベリー』水城せとな""}",2012
mangataisho-2012-068,mangataisho-2012,68,一次選考作品リスト,ねじまきカギュー,中山敦史,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-141.html"",""rawText"":""『ねじまきカギュー』中山敦史""}",2012
mangataisho-2012-069,mangataisho-2012,69,一次選考作品リスト,ねこだらけ,横山キムチ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-140.html"",""rawText"":""『ねこだらけ』横山キムチ""}",2012
mangataisho-2012-070,mangataisho-2012,70,一次選考作品リスト,日曜日はマルシェでボンボン,かわかみじゅんこ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-139.html"",""rawText"":""『日曜日はマルシェでボンボン』かわかみじゅんこ""}",2012
mangataisho-2012-071,mangataisho-2012,71,一次選考作品リスト,日常［ヘルベチカスタンダード］,あらゐけいいち,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-138.html"",""rawText"":""『日常［ヘルベチカスタンダード］』あらゐけいいち""}",2012
mangataisho-2012-072,mangataisho-2012,72,一次選考作品リスト,にがくてあまい,小林ユミヲ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-137.html"",""rawText"":""『にがくてあまい』小林ユミヲ""}",2012
mangataisho-2012-073,mangataisho-2012,73,一次選考作品リスト,ナナマルサンバツ,杉基イクラ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-136.html"",""rawText"":""『ナナマルサンバツ』杉基イクラ""}",2012
mangataisho-2012-074,mangataisho-2012,74,一次選考作品リスト,ナナとカオル,甘詰留太,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-135.html"",""rawText"":""『ナナとカオル』甘詰留太""}",2012
mangataisho-2012-075,mangataisho-2012,75,一次選考作品リスト,夏雪ランデブー,河内遙,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-134.html"",""rawText"":""『夏雪ランデブー』河内遙""}",2012
mangataisho-2012-076,mangataisho-2012,76,一次選考作品リスト,兄さんと僕,西炯子,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-133.html"",""rawText"":""『兄さんと僕』西炯子""}",2012
mangataisho-2012-077,mangataisho-2012,77,一次選考作品リスト,とろける鉄工所,野村宗弘,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-132.html"",""rawText"":""『とろける鉄工所』野村宗弘""}",2012
mangataisho-2012-078,mangataisho-2012,78,一次選考作品リスト,となりの怪物くん,ろびこ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-131.html"",""rawText"":""『となりの怪物くん』ろびこ""}",2012
mangataisho-2012-079,mangataisho-2012,79,一次選考作品リスト,賭博覇王伝 零 ギャン鬼編,福本伸行,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-130.html"",""rawText"":""『賭博覇王伝 零 ギャン鬼編』福本伸行""}",2012
mangataisho-2012-080,mangataisho-2012,80,一次選考作品リスト,特攻の島,佐藤秀峰,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-129.html"",""rawText"":""『特攻の島』佐藤秀峰""}",2012
mangataisho-2012-081,mangataisho-2012,81,一次選考作品リスト,どげせん,板垣恵介 RIN,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/-r-i-n.html"",""rawText"":""『どげせん』板垣恵介 RIN""}",2012
mangataisho-2012-082,mangataisho-2012,82,一次選考作品リスト,どうらく息子,尾背あきら,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-128.html"",""rawText"":""『どうらく息子』尾背あきら""}",2012
mangataisho-2012-083,mangataisho-2012,83,一次選考作品リスト,同人少女ＪＢ,一本木蛮,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-127.html"",""rawText"":""『同人少女ＪＢ』一本木蛮""}",2012
mangataisho-2012-084,mangataisho-2012,84,一次選考作品リスト,吐息と稲妻,谷川史子,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-126.html"",""rawText"":""『吐息と稲妻』谷川史子""}",2012
mangataisho-2012-085,mangataisho-2012,85,一次選考作品リスト,てんむす,稲山覚也,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-125.html"",""rawText"":""『てんむす』稲山覚也""}",2012
mangataisho-2012-086,mangataisho-2012,86,一次選考作品リスト,でり研,ひらふみ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-124.html"",""rawText"":""『でり研』ひらふみ""}",2012
mangataisho-2012-087,mangataisho-2012,87,一次選考作品リスト,デラシネマ,星野泰視,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-123.html"",""rawText"":""『デラシネマ』星野泰視""}",2012
mangataisho-2012-088,mangataisho-2012,88,一次選考作品リスト,鉄道少女漫画,中村明日美子,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-122.html"",""rawText"":""『鉄道少女漫画』中村明日美子""}",2012
mangataisho-2012-089,mangataisho-2012,89,一次選考作品リスト,鉄楽レトラ,佐原ミズ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-121.html"",""rawText"":""『鉄楽レトラ』佐原ミズ""}",2012
mangataisho-2012-090,mangataisho-2012,90,一次選考作品リスト,帝一の國,古屋兎丸,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-120.html"",""rawText"":""『帝一の國』古屋兎丸""}",2012
mangataisho-2012-091,mangataisho-2012,91,一次選考作品リスト,鉄風,太田モアレ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-119.html"",""rawText"":""『鉄風』太田モアレ""}",2012
mangataisho-2012-092,mangataisho-2012,92,一次選考作品リスト,デストロイアンドレボリューション,森恒二,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-118.html"",""rawText"":""『デストロイアンドレボリューション』森恒二""}",2012
mangataisho-2012-093,mangataisho-2012,93,一次選考作品リスト,亭主元気で犬がいい,徳弘正也,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-117.html"",""rawText"":""『亭主元気で犬がいい』徳弘正也""}",2012
mangataisho-2012-094,mangataisho-2012,94,一次選考作品リスト,中国嫁日記,井上純一,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-116.html"",""rawText"":""『中国嫁日記』井上純一""}",2012
mangataisho-2012-095,mangataisho-2012,95,一次選考作品リスト,千歳ヲチコチ,Ｄキッサン,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-115.html"",""rawText"":""『千歳ヲチコチ』Ｄキッサン""}",2012
mangataisho-2012-096,mangataisho-2012,96,一次選考作品リスト,血潜り林檎と金魚鉢男,阿部洋一,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-114.html"",""rawText"":""『血潜り林檎と金魚鉢男』阿部洋一""}",2012
mangataisho-2012-097,mangataisho-2012,97,一次選考作品リスト,ちくたくぼんぼん,勝田文,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-113.html"",""rawText"":""『ちくたくぼんぼん』勝田文""}",2012
mangataisho-2012-098,mangataisho-2012,98,一次選考作品リスト,地上はポケットの中の庭,田中相,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-112.html"",""rawText"":""『地上はポケットの中の庭』田中相""}",2012
mangataisho-2012-099,mangataisho-2012,99,一次選考作品リスト,男子高校生の日常,山内泰延,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-111.html"",""rawText"":""『男子高校生の日常』山内泰延""}",2012
mangataisho-2012-100,mangataisho-2012,100,一次選考作品リスト,たべるダケ,高田サンコ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-110.html"",""rawText"":""『たべるダケ』高田サンコ""}",2012
mangataisho-2012-101,mangataisho-2012,101,一次選考作品リスト,旅する缶コーヒー,マキヒロチ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-109.html"",""rawText"":""『旅する缶コーヒー』マキヒロチ""}",2012
mangataisho-2012-102,mangataisho-2012,102,一次選考作品リスト,たいようのいえ,タアモ,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-108.html"",""rawText"":""『たいようのいえ』タアモ""}",2012
mangataisho-2012-103,mangataisho-2012,103,一次選考作品リスト,大正ガールズエクスプレス,日下直子,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-107.html"",""rawText"":""『大正ガールズエクスプレス』日下直子""}",2012
mangataisho-2012-104,mangataisho-2012,104,一次選考作品リスト,草子ブックガイド,玉川重機,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-106.html"",""rawText"":""『草子ブックガイド』玉川重機""}",2012
mangataisho-2012-105,mangataisho-2012,105,一次選考作品リスト,セントールの悩み,村山慶,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-105.html"",""rawText"":""『セントールの悩み』村山慶""}",2012
mangataisho-2012-106,mangataisho-2012,106,一次選考作品リスト,先生と僕,香日ゆら,,,,"{""officialYear"":2012,""section"":""一次選考作品リスト"",""rank"":"""",""detailUrl"":""https://www.mangataisho.com/archives/2013/01/post-104.html"",""rawText"":""『先生と僕』香日ゆら""}",2012
